isin,buyvolume,sellvolume
isin15494,4622309.1635325849,4505912.4129323177
isin15495,4657312.3362081489,4539722.9942451147
isin15934,4563791.1050139582,4450553.2502720403
isin16277,4586704.360063496,4472024.3729498489
isin16303,3836758.4274731535,3732568.1190105351
isin16451,4549158.9676324939,4437786.5602844832
isin16455,4414726.4096385147,4304625.9149008878
isin16464,4626307.7732523782,4516508.9045913219
isin16642,4287565.8372959169,4179342.1316489968
isin16692,4771060.8868219173,4650375.6234373637
isin4100,406770.23324954422,434986.15356490441
isin7757,397121.65451282408,427542.42452156113
isin7759,396283.88687472069,426668.05456933897
isin7761,395564.62457309704,425985.84404311015
isin8097,385323.25671198149,413775.97168962867
isin8098,384452.37726410117,412834.42751073302
isin8101,410565.89624832623,441047.58459763031
isin8102,411457.74784685241,442122.99860110314
isin8104,410327.11152211408,440948.68144990393
isin8286,406407.54892167734,436651.16641527892
isin8287,405778.43065871939,435977.47614389856
isin8336,407450.91449786059,437765.21980209579
isin8618,399673.17475911847,429312.21946511813
isin9188,402972.25172455993,432623.96879688714
isin9815,390965.88527546928,420914.29860378098
isin9834,391584.56702950725,421573.73634758184
isin10184,403579.67379917786,431242.56500332005
isin10186,404558.35549086961,432390.58012554771
isin10187,403492.39911543007,431383.33162211475
isin10188,401085.08371190989,428909.63021969679
isin10254,391616.35603735223,420438.94326498342
isin10255,394091.00829947571,423204.75130020588
isin10521,401150.84569964348,428360.37034676038
isin10526,401334.14926333237,428658.8518734363
isin10530,394754.24438406323,421926.31753587042
isin11005,408192.01819038426,437275.93543245457
isin12196,390810.80784118996,416100.23413845553
isin12198,388894.9956498291,413996.05687969888
isin12824,390945.59863115108,417568.8966462104
isin12825,387220.51172684046,413263.57015338581
isin13236,385696.57496354816,410885.91592734511
isin13787,377339.65162611112,400516.77178381494
isin13794,385319.96892378916,409520.06874043553
isin13803,384222.97752031818,408615.72340800514
isin1853,71415.249558274008,17069.255497929833
isin3565,73559.002217640271,17038.40761606607
isin3576,75676.049313417374,17598.261923810402
isin7230,81728.931204913286,18431.13751105811
isin7231,70057.886307860186,15854.947326770414
isin8167,80370.894509944061,18101.468884666523
isin8168,80339.53105796031,18091.832423151191
isin8283,79621.876361578295,17906.096936255854
isin8294,83402.73302068832,18746.539131037214
isin8295,83371.750155270653,18743.634119535098
isin8296,83197.918198601357,18732.879460876116
isin8297,83236.137236867609,18731.086256147653
isin8298,83399.34132541377,18743.624463234923
isin8299,83399.292840290334,18743.598043920123
isin8300,83360.259754720566,18749.698314087105
isin8301,83398.987606781549,18745.576604958314
isin8302,83313.135395792793,18740.221790283635
isin8303,83401.022738460844,18745.677616894394
isin8304,83400.883797501287,18743.447948975514
isin8305,83399.668709936726,18744.371508580913
isin8306,79011.452254421747,17803.585807698448
isin8307,79076.110743088197,17803.80449914627
isin8308,83384.076930613563,18745.53314667162
isin8309,83277.393137312101,18735.925750752038
isin8310,83269.851520561439,18736.645261333109
isin8311,83394.576745767161,18748.92887410607
isin8313,81979.956417323105,18342.505213913104
isin8325,81264.242996761997,18169.938028021264
isin8351,83349.811034930695,18715.661136626321
isin8353,83435.67650072361,18735.768025693065
isin8354,83354.746092121204,18716.47754065461
isin8356,83432.041775464764,18741.940647057283
isin8357,83435.681744978734,18732.109766024038
isin8358,83435.243701604195,18731.743561767373
isin8362,83419.596545557491,18743.285100507979
isin8363,83437.905619588157,18736.316027643534
isin8364,83436.755630976448,18740.566347306001
isin8367,83377.07033668799,18748.153357302494
isin8368,83325.762134828008,18746.53328929441
isin8369,83397.290164991005,18748.606516114472
isin8371,83061.262435322729,18705.957220957127
isin8373,83291.567556762311,18735.952284530984
isin8374,83366.150209177926,18741.611353400349
isin8375,83146.479468138015,18717.531758664201
isin8378,83221.231196013337,18733.089996690436
isin8380,83191.767522354407,18723.086809795001
isin8384,83222.29148284618,18728.269196697864
isin8385,83084.248033319702,18709.126996695468
isin8386,83070.600329086083,18712.156338244276
isin8387,82925.361465801689,18687.200381906961
isin8388,82867.514152449497,18678.32107415003
isin9880,81197.750262219139,18088.144015273312
isin9881,80903.393144966045,18016.466807957746
isin9941,81703.085434328299,18302.694794174971
isin9947,82666.239524472505,18470.269574439637
isin9948,82822.503696480519,18485.622428756626
isin9950,82751.340545994099,18478.377150919758
isin9953,82201.147500241364,18390.781149592654
isin9955,82782.783476439581,18482.855730989071
isin9956,82728.796759371849,18482.501465508292
isin9960,82503.534311147581,18446.253760701944
isin9961,82825.91833390719,18479.840726029146
isin9963,82741.143210529583,18476.014506551299
isin9989,82847.333801644942,18486.130071736014
isin10006,82836.40343956076,18483.838530847763
isin10008,82736.727687893333,18483.975589409521
isin10011,82633.504741926066,18472.05355034993
isin10013,82706.861493404445,18476.319509624751
isin10014,82589.092166386356,18466.063049475815
isin10015,82626.579682677155,18471.145910304047
isin14145,65566.965386383526,14542.451850240323
isin781,486223.37947053846,594716.60616899922
isin782,509882.66879605589,628340.228643473
isin783,510856.48936369421,631455.84665098798
isin784,510298.91405183112,630459.8078794165
isin785,510653.66959373566,631262.83047975181
isin786,505797.89528621972,626908.58210968797
isin787,502725.96380336746,623628.98750299984
isin3096,412365.8539817814,498686.39739391464
isin3097,402914.0887699016,492742.47678940941
isin3098,445472.24781788775,540842.60312851227
isin3099,470605.31528190221,572593.86325095629
isin3100,501729.61666827218,617696.53773130535
isin3101,502603.07671231602,620027.45671745308
isin3102,502218.92992060812,620092.79355040169
isin3103,467477.22957408713,576735.54427977314
isin3104,486000.44670245488,599873.87052288034
isin3106,482534.32541986299,588913.13472996338
isin2347,209861.42665941516,186134.38838205812
isin5161,262019.54652872743,239434.27667139232
isin5162,258533.62812585811,237290.6758815785
isin5357,253237.91601127639,235782.19308793559
isin5358,263430.89211881917,242579.99376315004
isin5359,258131.54286406736,234922.93273606975
isin5590,236172.58479007983,218532.23245510974
isin5710,239691.98698487223,226336.29761694753
isin5866,226549.96787741213,213111.63768322908
isin5867,237443.22926936127,222545.65753915047
isin5868,240911.19877802726,227050.05345999627
isin5869,249514.23130686991,232452.1237413756
isin6193,261313.75898386052,240336.95469840939
isin6194,258720.92582779154,238653.6077989456
isin6196,263601.70125082979,242448.88145397537
isin6197,263272.45379722718,242052.24225830846
isin6198,263550.6939091002,242672.55940526541
isin7131,260450.63174793342,240034.56533373063
isin7136,238009.15983792054,222132.04517773367
isin7137,243354.01818214433,228435.44593403299
isin7331,247180.42838681737,225571.82736732118
isin5303,2988855.079879411,2945418.1089029391
isin5304,3000346.3549138913,2962458.8676445805
isin5535,2910555.2797151962,2864619.4686141713
isin5536,2926800.8098014542,2886510.8231007536
isin5537,2922113.4498591362,2875705.5413237112
isin5538,2961406.4479129915,2919315.4322491656
isin5539,2951255.6642949823,2903264.3369587553
isin5540,2941985.5090611358,2901312.3601052775
isin5541,2967705.119825331,2925224.7720310297
isin5542,2895532.1301307613,2844821.8985715378
isin5546,2873801.3696985939,2832334.4630331737
isin5547,2893057.2861785758,2849515.3797524557
isin5904,2612171.5439003846,2575888.0116930413
isin8515,2895303.799969797,2858146.9140219125
isin8516,2910837.6359707341,2872505.7246565046
isin8517,2928772.3480089586,2888401.3698496749
isin8518,2913945.0565177202,2874557.6532271127
isin8565,2993013.4218605896,2955927.0961534684
isin8566,2994571.8987029935,2951294.111599471
isin8567,2996665.8843225259,2953453.7258153949
isin8568,2994024.260408883,2956725.1748443637
isin8570,2999111.2495809975,2961614.4576588375
isin8571,2989126.956135313,2952984.6948098424
isin8572,2993023.6443883278,2949475.7802953389
isin8573,3002570.924315189,2964641.6723623793
isin8574,2984965.0073829289,2941075.8191929203
isin8580,2979361.7543700268,2944745.124251001
isin8581,3002611.9533076822,2965646.3457310195
isin8582,3010401.7415004787,2969602.5951555297
isin8583,2972863.589556192,2930581.1776588028
isin3120,442847.73235711711,400143.90515827731
isin3121,464275.30568771926,419666.90650020848
isin3122,464825.49649870471,420177.03494341951
isin3123,464713.77625396755,420005.54246980022
isin3124,464365.36034406576,419949.36462010321
isin3855,461448.80036164622,416126.0795217689
isin3856,462573.73398404568,417084.26427865325
isin3857,442658.76276936877,398701.29530409229
isin3858,462119.03541543719,416653.20888101426
isin3859,460871.90684004436,415761.71958241431
isin4653,436437.1946776064,393427.91125535703
isin5036,453354.33227729634,408840.20215524739
isin5037,470949.16402575921,425577.879422742
isin5038,470248.53354017274,425365.77330122475
isin5073,473511.56839794625,427867.52829049039
isin5074,471784.21395102388,426610.26280390023
isin5075,471992.71458255069,426831.99633176025
isin5076,473674.39654367825,428007.54513391649
isin5077,471217.22591253597,425959.78660563222
isin5078,454462.96654240508,409809.24455367553
isin5079,472609.38486881857,427415.87759540253
isin5081,464811.90515100083,420566.64726997883
isin5405,398083.36906644976,359381.37403541274
isin5406,321630.6884537689,287541.37411470339
isin5870,470920.60454830754,425150.88440966688
isin5871,471119.26658742002,425348.43076588534
isin5872,470621.14143841719,424909.96741394204
isin5873,471713.70740427414,425941.67835464067
isin5874,452958.95646117494,408238.41894705698
isin5875,471897.25796862994,426038.62752023037
isin5876,471334.84851774969,425509.46144441719
isin5877,471428.12371604494,425610.66576220776
isin5878,469867.19740663382,424455.33131746517
isin5879,472029.43543588807,426115.64667193615
isin5880,471120.44520682498,425282.86607939925
isin5881,471206.11208956887,425386.86209690623
isin7796,449915.10368547315,406038.01048555266
isin11018,463436.18226382491,418718.65219065972
isin2462,1131456.1163233668,1407705.1987984425
isin2463,1146420.1451297333,1426669.436656479
isin2464,1281770.0369006307,1595217.4490154281
isin2465,1280573.3173718222,1596105.6432926308
isin2467,1292318.998413082,1614175.2678857711
isin2899,1260425.3493531635,1575258.4526885741
isin5680,1356220.5839076636,1693740.4724478954
isin5916,1377666.3935480365,1713935.0874444407
isin5917,1365112.2985191832,1691779.283311428
isin5918,1404786.8428949236,1747726.9568700241
isin5919,1405756.8697129965,1748794.7205083601
isin5920,1379636.1273895423,1710930.9225375527
isin5921,1361477.9918032626,1702445.59192299
isin5922,1411752.7018075834,1756251.5377812604
isin5923,1401050.749922252,1744693.0594891668
isin5924,1402764.588360531,1743973.7028795679
isin5925,1362922.6748262732,1689565.9848871015
isin5926,1419161.0022020484,1769374.7438807238
isin5931,1434825.7124801006,1796040.2426750276
isin5932,1437042.3019633428,1797889.3358896479
isin5933,1440115.1298299348,1802818.9364393696
isin5934,1441692.4942998549,1804174.4722246083
isin5935,1427438.0411638957,1789713.5485717522
isin5936,1429317.2000476019,1791129.4859718482
isin5937,1432938.9414578942,1793751.6621701303
isin5938,1422751.008755472,1782820.6335928717
isin5939,1434885.7227009269,1794718.3567167104
isin8257,1378029.2286204412,1716838.6584788889
isin8258,1397263.6499869579,1739000.6131461465
isin8259,1405456.7149327237,1755475.1172582111
isin8262,1383755.4113630801,1729806.4390724802
isin8273,1133240.4502805024,1414691.7730447042
isin254,2710560.5671438333,2789309.413972626
isin3345,2709941.9531595102,2788538.4623090965
isin7437,2625115.8799334122,2707231.310234366
isin7439,2628643.054540934,2710757.9390975256
isin7440,2601911.8970404197,2680982.5230577048
isin7441,2625433.7781049088,2707150.2613994214
isin7442,2659090.4405050119,2741657.0119660818
isin12063,2562666.6154395193,2641805.4542592745
isin12596,2558424.5155783836,2638564.8858320373
isin12597,2569110.4733771007,2649150.8778370153
isin12598,2579367.1885586064,2658997.4944773936
isin12599,2573613.9124280303,2653460.2246393459
isin12644,2028619.3709235899,2083259.6812446921
isin13453,2615810.4676874196,2697570.3598517147
isin13454,2608382.8389635957,2690844.3630304947
isin13750,2407136.7784142764,2480763.7538442295
isin13942,2679681.3895412507,2757466.9812558857
isin13943,2677657.8272948181,2755622.8615759378
isin14749,2625364.9025537204,2706826.6105830544
isin14856,2524451.6420490392,2601105.9777627094
isin15057,2664603.6436673524,2747398.4095250233
isin15217,2711591.2349754008,2791105.648485912
isin15218,2722164.5018136431,2801770.3134725145
isin15219,2687521.3627520367,2763890.1713175294
isin15224,2714252.2370032254,2794066.6999552548
isin15225,2685264.8727914286,2761670.5926612788
isin15226,2718797.0037001474,2798301.1138661047
isin15227,2720552.3835027316,2800003.1046900931
isin15228,2689712.1067682453,2766343.8025555359
isin15229,2687188.3146103481,2763881.5024186987
isin15230,2721173.8896399871,2800846.9688388039
isin15522,2031690.2026555145,2086038.2393020371
isin15523,2040011.7797901256,2094141.3204467995
isin16424,2512828.1433117273,2584134.4663842428
isin17104,2628439.7083392339,2704328.4509818349
isin1799,162848.34727853973,150251.0773170355
isin1801,162681.12431084565,150167.20432597291
isin1802,162841.36371471238,150431.88305550625
isin1803,162894.56874118975,150333.61565455576
isin1804,162900.64743832822,150334.79194068219
isin1805,162900.28736646322,150334.35100907242
isin1806,162890.25118096077,150332.04416825026
isin1807,162891.43091084712,150330.40113202191
isin1808,162828.96234625817,150310.20195973557
isin1809,162629.63119005895,150115.24009618087
isin1810,162884.35802859694,150312.2721828903
isin1812,162913.8297640871,150419.81579021338
isin1813,162923.86556958736,150431.05682305436
isin1814,162912.66077672355,150427.98874236183
isin1815,162929.58374164146,150432.98201103148
isin1816,162912.14443316741,150358.29036637768
isin1817,162910.05260240351,150355.99284374315
isin1818,162665.64668816605,150168.07975676868
isin1819,162904.11587152397,150343.75157100442
isin1820,162899.21759287358,150444.69800866666
isin1821,162901.43531787579,150441.42088513222
isin1822,162883.7906030599,150419.18028210039
isin1824,162890.84712499971,150422.71947220748
isin1825,162857.81831603206,150419.69786684724
isin1826,162875.68782890221,150441.37463224865
isin1827,162878.98582686065,150444.94671461871
isin1828,162874.53104400815,150440.70339892525
isin1829,162833.62958032583,150416.11581775604
isin1830,162813.71542631128,150364.29878038459
isin1831,162872.8287514844,150438.44105699865
isin1832,162871.70433030851,150437.30388638101
isin1833,162906.06996925065,150431.27038432163
isin1834,162673.21092161676,150303.77044596491
isin1835,162831.67064001609,150428.03269183874
isin1836,162732.72066599553,150353.06352768076
isin1837,162827.31688119721,150426.01724534211
isin1839,162734.4049677889,150354.78986268878
isin1840,162847.48089312724,150429.28238138213
isin1841,162855.43454111047,150436.92078544776
isin1842,162719.79853244379,150339.19219536957
isin1843,162851.33554180199,150432.52626879842
isin1844,162848.09789310518,150421.40189639517
isin1845,162849.46638137018,150433.18007377262
isin1846,162766.56567690286,150372.87124138404
isin1848,162765.31604466759,150393.3215840451
isin1849,162765.23667653685,150393.23437555588
isin1850,162764.43109148819,150397.55486308355
isin1851,162713.40372820449,150366.72009146825
isin1855,162668.24478236778,150332.88127642285
isin1857,162563.13022836132,150271.65944444732
isin1858,162578.70415516099,150282.42060219814
isin1859,162570.52750137585,150280.11486373973
isin1860,162580.16734953076,150284.12821463868
isin1861,162565.83726007829,150274.41966629919
isin1862,162502.04980381017,150231.41472189783
isin1863,162520.37018760579,150242.10917186376
isin1864,162497.24213097044,150224.02422164756
isin1865,162499.40758471895,150225.38366387351
isin1867,162499.61110428814,150228.93614008522
isin1869,162426.22336540927,150174.70144101002
isin1870,162428.0920036649,150176.69920533572
isin1871,162408.56056292093,150169.11234411225
isin1872,162353.18163567781,150128.7981827413
isin1873,162364.63058346015,150134.45299871181
isin1874,162359.53020399189,150131.13678102914
isin1875,162362.50736704742,150132.05749482414
isin1880,163633.49570286274,150582.66140424393
isin1881,163636.74371464882,150585.98374501916
isin1882,163600.37826991442,150571.08577073034
isin1883,163641.28403165293,150474.26962754631
isin1890,163639.91237160051,150445.61415857292
isin1895,163681.37112091028,150582.95771561522
isin1897,163274.1796960411,150385.78826411869
isin1943,163692.26323352812,150582.23602772137
isin1947,161023.80759373016,147609.66925327541
isin1963,163609.6495913025,150412.87162973976
isin1967,163635.85109053514,150590.28022346128
isin2072,163666.18436362798,150492.02464355907
isin2086,162586.98921395568,149238.15056699567
isin2087,162693.57814718879,149334.30435402427
isin2088,162750.86250338113,149404.89799408233
isin2102,163588.31175140312,150564.89859741947
isin2105,163336.12520993216,150083.0269355652
isin2106,163545.70129920871,150308.57997496516
isin2107,163524.9013148974,150289.52927444948
isin2108,162925.56821618933,149579.32388594365
isin2109,162926.9605689671,149581.89755316937
isin2110,163595.79646809751,150395.71488710266
isin2111,163684.27074391564,150567.57379966028
isin2112,163664.35458309713,150483.48304652862
isin2113,163594.56928741481,150575.96872549792
isin2114,163669.13872016786,150490.5100689884
isin2115,163511.65843799309,150535.19121546173
isin2116,163568.32719085898,150567.83808807313
isin2117,156135.68247571556,143554.62002858793
isin2122,155618.93854877067,142909.78129214246
isin2124,163020.59400870427,149711.20935831117
isin2126,162986.57309656419,149686.27522401779
isin2128,163558.69507399196,150333.58007022037
isin2129,163650.83443725453,150466.58563553257
isin2130,163591.16129046056,150570.41907291862
isin2131,163651.16600731254,150466.9174895453
isin2134,163664.11605976336,150489.92371030618
isin2135,163667.04517664778,150492.91292645919
isin2136,163575.94649485676,150572.33302163644
isin2137,151866.19045631279,139806.60914457601
isin2138,163575.24398475498,150492.80420132386
isin2139,163680.94050985121,150566.53071776891
isin2141,163591.86902405292,150572.83226926954
isin2143,163557.1236097911,150547.00590514272
isin2144,163568.95653486505,150562.92206733377
isin2146,163606.46419595194,150573.6849216547
isin2147,163607.75838429946,150574.98592895048
isin2148,163687.87295731218,150572.21764729597
isin2149,163314.52643285683,150402.74105318502
isin2150,163326.28271781822,150428.59155808913
isin2151,163347.92857047671,150434.14496211449
isin2152,163555.45288940999,150558.76102510217
isin2153,163346.01006417678,150437.58142146311
isin2154,163331.61710762372,150430.39005421227
isin2155,163333.65463857417,150429.26068801069
isin2156,163346.14821649939,150439.9214258877
isin2157,163332.06140232025,150414.41684305895
isin2158,163347.92124363832,150438.02831472084
isin2160,163325.69124317769,150429.40519277187
isin2162,163329.50324837983,150413.11775777774
isin2969,163091.36534304856,150021.77372442532
isin2970,162885.63767694088,149954.21052072447
isin2971,163087.79029101168,149988.64927914433
isin2972,163091.17927173889,149996.60206748455
isin2973,151106.03572912031,139005.29607282058
isin2974,162123.97460520169,149420.59630497536
isin2975,163045.08750907704,150030.58112443535
isin2976,163044.7035187828,150030.18712341628
isin2977,163067.26869820978,150036.45471452118
isin2981,162782.47767108047,149888.44794160093
isin2982,162782.55237447389,149888.52291888502
isin2983,162829.33929453019,149921.5690636058
isin2984,162827.52903703263,149926.03264425337
isin2985,162658.07499969794,149817.31645639203
isin2987,161989.63046989852,149320.77484332668
isin2988,161973.71140189629,149312.6435736517
isin2989,161986.69178682967,149320.58283287432
isin2990,161988.69452204849,149323.90164285427
isin3608,154056.79741302552,142934.02499069029
isin7737,1128643.1668894389,1108942.5247834076
isin7864,1517376.1515490268,1495481.5257073008
isin7865,1519761.5573645621,1498448.9654134572
isin8939,1524605.0874074725,1508515.1948034512
isin8941,1528491.1842887739,1512570.2366785684
isin9868,1567561.5511323349,1552224.2880063478
isin9952,1567056.049485645,1551160.287700325
isin11883,1309227.5137271802,1297202.1291888063
isin12204,1501113.8643452947,1490976.4496821233
isin12207,1515572.2067208095,1504897.7730295062
isin15590,1523371.1601508735,1524371.7436010882
isin15594,1472566.1230545754,1462089.7727542445
isin15605,1470515.5380319648,1469669.6133632287
isin15610,1509641.3283956251,1511479.2073472179
isin15797,1527312.1539543977,1511282.5965550421
isin15880,1495810.7331815485,1499587.8023801693
isin15881,1494332.6485950756,1497962.6432346813
isin17189,770407.53439019516,760146.16674354405
isin17192,1444428.3863453949,1433239.6692303887
isin5841,202448.78199799414,185861.47303930749
isin5842,203393.80541473127,186557.31558022308
isin12549,198321.90854884734,180629.84489495575
isin12550,184365.20538018513,168388.68175443137
isin10411,6620959.1851831554,6989809.8964184439
isin11500,5992991.097384423,6329663.4761646828
isin12650,6963003.8743460411,7347143.0497142691
isin12651,6848429.7592216861,7211234.4414567519
isin12652,7051459.4636440873,7433431.2952050976
isin12653,7075306.6386551177,7462306.0083825737
isin12654,6974065.2637419812,7352683.3900702624
isin12655,7054077.1551850745,7441593.9050410865
isin12656,7093750.5853344593,7482514.3156618522
isin12657,6947731.0534720607,7326930.1871603839
isin12658,7095630.4946526578,7484322.9009816907
isin12659,7098246.6675143177,7485337.6892008148
isin12660,7099317.6071648085,7488025.3184400992
isin12661,6999774.9326345641,7377520.9851952372
isin12662,7046256.4632284287,7433416.6741594812
isin12663,7095429.7280479958,7483604.7788512651
isin12664,6444726.6422742102,6802933.623824073
isin12665,7002781.9670138266,7376226.9012110876
