isin,time,price,side,volume,timeofday,date
isin10272,Fri 25Mar16 12:21:06.000 pm,109.03944501834573,B,110000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 12:21:06.000 pm,109.03944501834573,B,110000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 12:21:07.000 pm,109.03944501834573,B,160000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 12:21:07.000 pm,109.03944501834573,B,160000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 12:28:02.000 pm,109.6939434878436,S,3900000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 12:40:52.000 pm,109.6939434878436,S,3900000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 02:38:14.000 pm,109.06667215467684,B,20000,Afternoon,25Mar2016
isin10272,Fri 25Mar16 04:21:49.000 pm,109.43214410004445,B,3900000,Afternoon,25Mar2016
isin10272,Wed 30Mar16 11:46:07.000 am,109.43214410004445,B,3900000,Morning,30Mar2016
isin10272,Wed 30Mar16 04:50:05.000 pm,109.6939434878436,S,10000,Afternoon,30Mar2016
isin10272,Tue  5Apr16 02:16:44.000 pm,108.66035950481256,B,30000,Afternoon, 5Apr2016
isin10272,Mon 16May16 11:41:16.000 am,108.51584624274743,B,10000,Morning,16May2016
isin10272,Mon 25Apr16 01:02:52.000 pm,107.33774899765126,B,50000,Afternoon,25Apr2016
isin10272,Mon  2May16 09:45:21.000 am,109.38711460534299,S,5000,Morning, 2May2016
isin10272,Tue 10May16 11:06:14.000 am,109.22270458980513,B,5000,Morning,10May2016
isin10272,Tue 10May16 11:06:15.000 am,109.22270458980513,B,5000,Morning,10May2016
isin10272,Tue 10May16 11:06:26.000 am,109.22270458980513,S,5000,Morning,10May2016
isin10272,Tue 10May16 11:06:26.000 am,109.22270458980513,S,5000,Morning,10May2016
isin10272,Tue 10May16 11:09:15.000 am,109.32742434492479,S,20000,Morning,10May2016
isin10272,Tue 10May16 11:09:27.000 am,109.32742434492479,S,20000,Morning,10May2016
isin10272,Wed  6Apr16 04:22:34.000 pm,108.38494654884785,B,10000,Afternoon, 6Apr2016
isin10272,Tue 24May16 02:47:35.000 pm,110.2175422634419,S,3870000,Afternoon,24May2016
isin10272,Thu  9Jun16 03:56:46.000 pm,109.43214410004445,B,120000,Afternoon, 9Jun2016
isin10272,Tue 19Apr16 10:49:38.000 am,107.47388467930681,B,5000,Morning,19Apr2016
isin10272,Wed 13Apr16 12:07:04.000 pm,108.38494654884785,B,20000,Afternoon,13Apr2016
isin10272,Tue 26Apr16 09:38:55.000 am,107.86134777324956,S,1050000,Morning,26Apr2016
isin10272,Thu 14Apr16 12:49:05.000 pm,105.03391438501873,S,5000,Afternoon,14Apr2016
isin10272,Thu 14Apr16 12:49:09.000 pm,105.03391438501873,S,5000,Afternoon,14Apr2016
isin10272,Thu 14Apr16 12:49:18.000 pm,105.03391438501873,B,5000,Afternoon,14Apr2016
isin10272,Thu 14Apr16 12:51:06.000 pm,105.03391438501873,B,5000,Afternoon,14Apr2016
isin10272,Wed  1Jun16 02:10:47.000 pm,109.37035944452386,B,10000,Afternoon, 1Jun2016
isin10272,Mon  4Apr16 12:33:20.000 pm,109.75886973601779,S,100000,Afternoon, 4Apr2016
isin10272,Mon  4Apr16 01:01:48.000 pm,109.75886973601779,S,100000,Afternoon, 4Apr2016
isin10272,Thu  7Apr16 10:54:50.000 am,108.38494654884785,S,310000,Morning, 7Apr2016
isin10272,Thu  5May16 01:23:05.000 pm,104.71975511965977,S,5000,Afternoon, 5May2016
isin10272,Thu  5May16 01:23:07.000 pm,104.71975511965977,S,5000,Afternoon, 5May2016
isin10272,Thu  5May16 01:23:07.000 pm,104.71975511965977,B,5000,Afternoon, 5May2016
isin10272,Thu 12May16 10:09:16.000 am,108.12314716104871,S,450000,Morning,12May2016
isin10272,Thu 12May16 12:33:14.000 pm,107.79642152507537,B,20000,Afternoon,12May2016
isin10272,Thu 12May16 12:53:49.000 pm,107.86134777324956,B,520000,Afternoon,12May2016
isin10272,Thu 12May16 02:14:53.000 pm,108.38494654884785,S,10000,Afternoon,12May2016
isin10272,Thu 12May16 02:14:55.000 pm,108.38494654884785,S,10000,Afternoon,12May2016
isin10272,Thu 12May16 02:15:00.000 pm,108.38494654884785,S,10000,Afternoon,12May2016
isin10272,Thu 12May16 02:15:12.000 pm,107.86134777324956,B,3870000,Afternoon,12May2016
isin10272,Thu 12May16 03:45:24.000 pm,108.12314716104871,S,3870000,Afternoon,12May2016
isin10272,Thu 12May16 03:49:12.000 pm,107.86134777324956,B,3870000,Afternoon,12May2016
isin10272,Thu 12May16 03:55:59.000 pm,108.12314716104871,S,3870000,Afternoon,12May2016
isin10272,Thu 12May16 04:23:02.000 pm,108.12314716104871,S,3870000,Afternoon,12May2016
isin10272,Fri 20May16 10:05:08.000 am,109.43214410004445,S,50000,Morning,20May2016
isin10272,Fri 20May16 03:18:55.000 pm,109.43214410004445,B,3870000,Afternoon,20May2016
isin10272,Wed  4May16 01:03:55.000 pm,107.61316195361597,B,30000,Afternoon, 4May2016
isin10272,Thu 28Apr16 03:51:21.000 pm,107.62677552178151,B,5000,Afternoon,28Apr2016
isin10272,Thu 19May16 12:11:09.000 pm,109.43214410004445,S,10000,Afternoon,19May2016
isin10272,Thu 19May16 12:11:15.000 pm,109.43214410004445,S,10000,Afternoon,19May2016
isin10272,Thu 19May16 12:11:20.000 pm,109.43214410004445,S,10000,Afternoon,19May2016
isin10272,Thu 19May16 03:05:13.000 pm,108.9273948803677,B,40000,Afternoon,19May2016
isin10272,Wed 11May16 02:26:18.000 pm,107.86134777324956,B,3870000,Afternoon,11May2016
isin10272,Mon 18Apr16 11:44:40.000 am,107.86134777324956,S,3750000,Morning,18Apr2016
isin10272,Mon 18Apr16 11:55:47.000 am,107.5995483854504,B,3750000,Morning,18Apr2016
isin10272,Mon 18Apr16 11:56:18.000 am,107.86134777324956,S,3750000,Morning,18Apr2016
isin10272,Mon 18Apr16 11:56:18.000 am,107.86134777324956,S,3750000,Morning,18Apr2016
isin10272,Mon 18Apr16 02:26:38.000 pm,108.38494654884785,S,420000,Afternoon,18Apr2016
isin10272,Mon 18Apr16 03:05:47.000 pm,107.33774899765126,S,1050000,Afternoon,18Apr2016
isin10272,Mon 18Apr16 03:22:20.000 pm,107.75767521568109,B,5000,Afternoon,18Apr2016
isin10272,Thu 31Mar16 12:28:06.000 pm,108.90854532444615,B,30000,Afternoon,31Mar2016
isin10272,Thu 31Mar16 01:27:22.000 pm,109.40072817350855,B,160000,Afternoon,31Mar2016
isin10272,Thu 31Mar16 01:27:22.000 pm,109.43214410004445,S,160000,Afternoon,31Mar2016
isin10272,Thu 31Mar16 03:43:29.000 pm,108.90854532444615,B,370000,Afternoon,31Mar2016
isin10272,Wed 27Apr16 10:55:55.000 am,108.38494654884785,S,40000,Morning,27Apr2016
isin10272,Wed 27Apr16 10:56:02.000 am,108.38494654884785,S,40000,Morning,27Apr2016
isin10272,Wed 27Apr16 11:14:10.000 am,108.38494654884785,S,40000,Morning,27Apr2016
isin10272,Wed 27Apr16 11:14:12.000 am,108.38494654884785,S,40000,Morning,27Apr2016
isin10272,Wed 27Apr16 12:04:54.000 pm,108.38494654884785,S,10000,Afternoon,27Apr2016
isin10272,Wed 27Apr16 12:05:00.000 pm,108.38494654884785,S,10000,Afternoon,27Apr2016
isin10272,Fri 27May16 09:44:36.000 am,109.37768982738223,B,5000,Morning,27May2016
isin10272,Fri 27May16 12:21:15.000 pm,109.82484318174318,B,60000,Afternoon,27May2016
isin10023,Thu 17Mar16 03:01:42.000 pm,102.21066978699271,S,100000,Afternoon,17Mar2016
isin10023,Thu 17Mar16 03:04:01.000 pm,101.72791171589108,B,100000,Afternoon,17Mar2016
isin10023,Wed 16Mar16 10:15:10.000 am,103.71653986561343,S,10000,Morning,16Mar2016
isin10023,Wed 16Mar16 10:35:17.000 am,103.71653986561343,S,10000,Morning,16Mar2016
isin10023,Tue 31May16 09:11:33.000 am,105.55122997530985,S,10000,Morning,31May2016
isin10023,Tue 31May16 09:11:47.000 am,105.55122997530985,S,10000,Morning,31May2016
isin10023,Mon 16May16 10:56:35.000 am,103.8581209745352,S,30000,Morning,16May2016
isin10023,Mon 16May16 10:56:36.000 am,103.8581209745352,S,30000,Morning,16May2016
isin10023,Mon  6Jun16 10:37:27.000 am,106.83823576573047,S,20000,Morning, 6Jun2016
isin10023,Mon  6Jun16 10:37:32.000 am,106.83823576573047,S,20000,Morning, 6Jun2016
isin10023,Mon  6Jun16 10:37:33.000 am,106.83823576573047,S,20000,Morning, 6Jun2016
isin10023,Mon  9May16 03:02:43.000 pm,108.41740967293495,S,50000,Afternoon, 9May2016
isin10023,Wed  6Apr16 09:36:46.000 am,105.39519754018157,B,20000,Morning, 6Apr2016
isin10023,Wed  6Apr16 09:36:46.000 am,105.39519754018157,B,20000,Morning, 6Apr2016
isin10023,Wed  6Apr16 09:58:50.000 am,105.68003527410704,B,350000,Morning, 6Apr2016
isin10023,Wed  6Apr16 09:58:50.000 am,105.68003527410704,B,350000,Morning, 6Apr2016
isin10023,Wed  6Apr16 01:12:47.000 pm,108.48128872355794,S,70000,Afternoon, 6Apr2016
isin10023,Wed 13Apr16 08:57:08.000 am,106.58473751291967,B,80000,Morning,13Apr2016
isin10023,Tue  3May16 10:56:31.000 am,106.56177561221457,B,2570000,Morning, 3May2016
isin10023,Fri 13May16 03:03:45.000 pm,103.93540415381352,S,520000,Afternoon,13May2016
isin10023,Fri  1Apr16 10:38:06.000 am,104.42653980532471,S,40000,Morning, 1Apr2016
isin10023,Fri  1Apr16 10:38:14.000 am,104.42653980532471,S,40000,Morning, 1Apr2016
isin10023,Fri  1Apr16 03:38:55.000 pm,103.15419478062084,B,50000,Afternoon, 1Apr2016
isin10023,Fri 20May16 10:53:36.000 am,106.23923876644602,S,260000,Morning,20May2016
isin10023,Fri 20May16 10:53:42.000 am,106.23923876644602,S,260000,Morning,20May2016
isin10023,Thu 19May16 10:04:03.000 am,108.438458343714,S,20000,Morning,19May2016
isin10023,Thu 26May16 08:35:33.000 am,103.36782308106496,B,50000,Morning,26May2016
isin10023,Fri 27May16 01:48:13.000 pm,109.28972523308173,S,30000,Afternoon,27May2016
isin10182,Thu 14Apr16 01:15:28.000 pm,104.9548509699034,S,3850000,Afternoon,14Apr2016
isin10182,Thu 31Mar16 11:37:55.000 am,104.75431263884926,B,1050000,Morning,31Mar2016
isin10074,Tue 22Mar16 10:11:26.000 am,103.24320657247256,B,10000,Morning,22Mar2016
isin10074,Tue 22Mar16 12:01:55.000 pm,103.17513873164479,B,10000,Afternoon,22Mar2016
isin10074,Tue 22Mar16 12:01:57.000 pm,103.17513873164479,B,10000,Afternoon,22Mar2016
isin10074,Tue 22Mar16 02:16:11.000 pm,103.14895879286486,B,10000,Afternoon,22Mar2016
isin10074,Wed 23Mar16 12:18:46.000 pm,103.14895879286486,B,390000,Afternoon,23Mar2016
isin10074,Thu 17Mar16 02:01:05.000 pm,102.7091358213623,B,30000,Afternoon,17Mar2016
isin10074,Mon 28Mar16 10:50:26.000 am,102.68609747523598,B,260000,Morning,28Mar2016
isin10074,Mon 28Mar16 10:50:26.000 am,102.73007977238622,S,260000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:07:31.000 am,102.88715940506572,B,130000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:58.000 am,102.88715940506572,S,20000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,40000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:10:59.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:11:12.000 am,102.88715940506572,B,130000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,30000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,40000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:13.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,30000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:14.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,20000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:15.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,20000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,20000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,10000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 11:34:16.000 am,102.88715940506572,S,5000,Morning,28Mar2016
isin10074,Mon 28Mar16 12:39:42.000 pm,102.68609747523598,B,260000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 12:39:42.000 pm,102.73007977238622,S,260000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 01:45:01.000 pm,102.66724791931443,B,130000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 01:45:01.000 pm,102.73007977238622,S,130000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 02:12:06.000 pm,102.71027831389065,B,10000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 04:12:53.000 pm,103.79089089174838,S,5000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 04:13:01.000 pm,103.79089089174838,S,5000,Afternoon,28Mar2016
isin10074,Mon 28Mar16 04:13:01.000 pm,103.79089089174838,S,5000,Afternoon,28Mar2016
isin10074,Thu 24Mar16 11:58:22.000 am,103.14895879286486,B,10000,Morning,24Mar2016
isin10074,Thu 24Mar16 11:58:27.000 am,103.14895879286486,B,10000,Morning,24Mar2016
isin10074,Fri 25Mar16 09:25:25.000 am,103.16047796592802,B,20000,Morning,25Mar2016
isin10074,Fri 25Mar16 10:39:49.000 am,103.42960773658555,B,670000,Morning,25Mar2016
isin10074,Mon 21Mar16 08:32:18.000 am,104.19615634406146,S,3900000,Morning,21Mar2016
isin10074,Mon 21Mar16 02:41:39.000 pm,104.40769024940317,S,50000,Afternoon,21Mar2016
isin10074,Wed 30Mar16 01:30:16.000 pm,104.19615634406146,S,10000,Afternoon,30Mar2016
isin10074,Wed 30Mar16 01:30:23.000 pm,104.19615634406146,S,10000,Afternoon,30Mar2016
isin10074,Wed 30Mar16 01:36:28.000 pm,104.19615634406146,S,50000,Afternoon,30Mar2016
isin10074,Wed 30Mar16 01:36:32.000 pm,104.19615634406146,S,50000,Afternoon,30Mar2016
isin10074,Fri 18Mar16 11:14:22.000 am,103.38143664923051,B,20000,Morning,18Mar2016
isin10074,Fri 18Mar16 11:14:22.000 am,103.38143664923051,B,5000,Morning,18Mar2016
isin10074,Fri 18Mar16 11:14:22.000 am,103.38143664923051,B,10000,Morning,18Mar2016
isin10074,Fri 18Mar16 04:40:40.000 pm,105.33224316499629,S,40000,Afternoon,18Mar2016
isin10074,Tue 12Apr16 10:36:58.000 am,103.41075818066402,B,10000,Morning,12Apr2016
isin10074,Tue  7Jun16 11:04:43.000 am,106.15965175255508,B,3870000,Morning, 7Jun2016
isin10074,Mon 23May16 12:35:38.000 pm,107.33774899765126,S,100000,Afternoon,23May2016
isin10074,Mon 23May16 01:03:49.000 pm,106.63612663834954,B,60000,Afternoon,23May2016
isin10074,Mon 23May16 01:03:50.000 pm,106.63612663834954,B,60000,Afternoon,23May2016
isin10074,Mon 25Apr16 03:44:00.000 pm,106.02875205865551,S,50000,Afternoon,25Apr2016
isin10074,Mon 25Apr16 03:44:16.000 pm,106.02875205865551,S,50000,Afternoon,25Apr2016
isin10074,Wed  8Jun16 10:13:54.000 am,106.06959276315217,B,50000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:26.000 am,106.42145114035424,S,80000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:26.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:26.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,40000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,80000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,70000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:27.000 am,106.42145114035424,S,20000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,20000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,60000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:28.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:29.000 am,106.42145114035424,S,5000,Morning, 8Jun2016
isin10074,Wed  8Jun16 10:55:30.000 am,106.42145114035424,S,10000,Morning, 8Jun2016
