isin,buyvolume,sellvolume
isin7007,0.0,0.0
isin7009,0.0,0.0
isin7015,0.0,0.0
isin7018,0.0,0.0
isin7023,0.0,0.0
isin7029,0.0,0.0
isin7032,0.0,0.0
isin7223,0.0,0.0
isin7228,0.0,0.0
isin7230,0.0,0.0
isin7240,0.0,0.0
isin7246,0.0,0.0
isin7273,0.0,0.0
isin7280,0.0,0.0
isin7297,0.0,0.0
isin7307,0.0,0.0
isin7317,0.0,0.0
isin8141,0.0,0.0
isin8283,0.0,0.0
isin8284,0.0,0.0
isin8295,0.0,0.0
isin8305,0.0,0.0
isin8307,0.0,0.0
isin8309,0.0,0.0
isin8310,0.0,0.0
isin8313,0.0,0.0
isin8325,0.0,0.0
isin8338,0.0,0.0
isin8348,0.0,0.0
isin8352,0.0,0.0
isin8360,0.0,0.0
isin8375,0.0,0.0
isin8387,0.0,0.0
isin8388,0.0,0.0
isin8972,0.0,0.0
isin9880,0.0,0.0
isin9886,0.0,0.0
isin9887,0.0,0.0
isin9891,0.0,0.0
isin9893,0.0,0.0
isin9894,0.0,0.0
isin9900,0.0,0.0
isin9907,0.0,0.0
isin9937,0.0,0.0
isin9953,0.0,0.0
isin9979,0.0,0.0
isin9980,0.0,0.0
isin9986,0.0,0.0
isin9997,0.0,0.0
isin9999,0.0,0.0
isin10012,0.0,0.0
isin10017,0.0,0.0
isin10018,0.0,0.0
isin10250,0.0,0.0
isin10252,0.0,0.0
isin10253,0.0,0.0
isin11612,0.0,0.0
isin11682,0.0,0.0
isin11683,0.0,0.0
isin11686,0.0,0.0
isin12196,0.0,0.0
isin12221,0.0,0.0
isin12231,0.0,0.0
isin12235,0.0,0.0
isin12240,0.0,0.0
isin12244,0.0,0.0
isin12256,0.0,0.0
isin12263,0.0,0.0
isin12269,0.0,0.0
isin12349,0.0,0.0
isin12393,0.0,0.0
isin13285,0.0,0.0
isin13813,0.0,0.0
isin14150,0.0,0.0
isin14152,0.0,0.0
isin14153,0.0,0.0
isin14156,0.0,0.0
isin14158,0.0,0.0
isin14983,0.0,0.0
isin14990,0.0,0.0
isin14994,0.0,0.0
isin15003,0.0,0.0
isin15012,0.0,0.0
isin15017,0.0,0.0
isin15021,0.0,0.0
isin15029,0.0,0.0
isin15031,0.0,0.0
isin15046,0.0,0.0
isin15135,0.0,0.0
isin15136,0.0,0.0
isin4,351788455.7259957,378265289.7535098
isin5,318981748.95400774,348506423.4086609
isin16,419610993.85754603,450854516.68086594
isin129,378916922.9244151,418848104.62035704
isin147,416188684.54369795,451623760.96472675
isin198,315826987.3376428,345744522.97374
isin245,384991060.329318,417567049.12584853
isin467,446446336.932284,487702748.1884934
isin468,382749119.4285043,416872533.9836655
isin490,426513188.58158374,462078887.1687121
isin491,318688921.91294897,345686252.02755713
isin635,419837369.5195243,455099030.6176656
isin638,297255032.13175774,323868760.4195585
isin639,310245994.1749626,338700709.578321
isin736,359790130.36462003,391703331.0379436
isin806,390297150.244796,421954782.0230229
isin881,394627929.33719075,426198967.34035194
isin895,315427489.1009472,349031262.91888356
isin967,390383897.8136238,424381836.09085643
isin973,464704019.6483496,510880008.27282166
isin976,417441094.86831796,459234839.72697884
isin1042,311872186.12413144,344755038.94053435
isin1043,336939285.18291754,367699246.14278626
isin1048,420508364.0014471,451742591.1517237
isin1050,358375214.2356102,386529619.78791547
isin1059,316815092.2110407,343928092.0918539
isin1065,298270210.1460136,330655570.62275887
isin1225,319920942.9133252,346854611.16770846
isin1232,355287720.7368722,391870590.34904534
isin1237,331388291.6394955,358526364.2163271
isin1238,420248759.1649969,457873763.7280451
isin1239,309915042.00978315,335237761.0496725
isin1240,409992255.70923525,449767197.5389991
isin1246,340662053.0419554,368898851.97272587
isin1323,371237387.8702183,404617965.43080604
isin1352,360925463.07931936,396043122.6045227
isin1369,392928996.27698433,428774100.19768715
isin1372,316911998.45009303,348993150.0799036
isin1390,319017301.8560626,350113908.0430248
isin1391,366496201.8862264,402301469.97964615
isin1406,307737682.79959285,336673296.5712514
isin1415,459401046.6789905,492059961.18894964
isin1420,302654476.246029,329471137.21583605
isin1426,346410279.28746396,375802111.09265316
isin1430,297987957.87880224,326127165.30724764
isin1433,401808079.6742807,438269594.34565574
isin1437,320087662.7486265,350141040.299479
isin1452,347526674.08678734,375189498.09430283
isin1462,353065552.74885386,384523318.9251825
isin1478,413288351.255075,453793082.41100323
isin1483,294236791.90138584,321051725.79956627
isin1671,325724102.055603,353648288.5477921
isin1677,335017236.5040371,361228250.5578126
isin1683,368871218.0921937,402616130.6918397
isin1767,423405424.8141369,463135671.889999
isin1912,396985325.8948129,435842867.4041126
isin1914,380017017.4084511,412214656.54966176
isin1935,500730354.3299298,543525084.5552666
isin1945,448801420.91380763,480471463.5755499
isin1948,322756896.65761656,358078357.9915353
isin1969,432537801.28193736,467468579.37351596
isin1997,350634680.23547447,379846627.8700385
isin2037,423879736.05560315,465557797.2749212
isin2221,314633066.77416724,346620022.6956781
isin2257,409197294.26114273,445873650.0959716
isin2258,385210539.5747942,417439003.5589008
isin2303,383554331.7789376,414093352.67428255
isin2319,413761349.51762694,449800632.379349
isin2452,330288510.16237867,366164618.472978
isin2543,302309686.06887215,328827575.1153543
isin2683,412174272.75811213,445714514.0239522
isin2704,429972842.8431597,467809449.03951657
isin2752,383841645.04134536,415517577.4977547
isin2755,380950260.7078553,419204648.4484898
isin2771,410409773.2334295,445365161.312881
isin2812,461945211.48020095,508162256.7891089
isin2869,344016952.9632567,370568765.5486858
isin2871,458873885.858518,502989142.7516167
isin2872,315488209.4102837,342772227.6064157
isin2906,330088355.94996595,362385709.12528384
isin2916,333328070.662631,357723859.75337803
isin2920,298407886.17683387,324223322.31619334
isin2938,325680514.1274482,359575544.16525847
isin3054,343009731.9651612,374002683.1696167
isin3071,402741499.8071416,435745288.3842361
isin3152,315915371.2935832,343471480.0792124
isin3289,384908550.96462536,418073939.5649134
isin3326,401831423.560341,435509845.4552858
isin3370,310756702.12610686,344091170.8702894
isin3371,446314898.21596116,485804135.4359149
isin3441,293681022.60294026,319077627.3816351
isin3475,321542229.4877956,347797951.59440106
isin3477,355743053.4155414,383242120.1967552
isin3496,377870324.8478069,416673097.0880961
isin3510,353737645.756587,385736645.8819927
isin3512,314364468.9766078,343357523.7222204
isin3513,385922797.7636834,415430590.78709364
isin3697,350218931.9235197,380447247.6096133
isin3701,381670993.5328693,417424921.39176637
isin3702,339108030.17175,369030773.3274976
isin3780,435697136.09239113,479465768.69463253
isin3802,435537603.4579968,475489385.5719092
isin3837,412360331.37779593,446621608.4904553
isin3840,383134393.0071274,425180341.8945422
isin3842,405612616.9618921,443498220.1838654
isin3844,401197489.3505327,444888598.2670546
isin3845,366304618.08633727,397528471.089096
isin3847,369263094.67760706,397733839.3153961
isin3848,440605403.1425256,484472887.9303806
isin3879,426818722.2191055,470123115.7639692
isin3893,403071768.48710954,444072627.4070085
isin3965,331000033.1428753,361271775.2665486
isin3979,299844531.11814916,328716421.4616964
isin3981,297268941.256487,325671215.9329872
isin4087,371571847.3514713,404750987.4237271
isin4089,381831018.2396096,413911096.5468956
isin4133,355807005.7909899,389160894.0334457
isin4141,320691651.804232,346856712.0011812
isin4201,395971910.95588446,435830198.8700747
isin4221,331101726.7630313,358722312.5915412
isin4223,363102080.474835,396113656.2410805
isin4225,315897979.38882506,343792350.7129145
isin4229,398120519.90335023,432185794.1634871
isin4230,408218336.0447486,450693437.4418785
isin4239,379507192.9466346,415372516.5149424
isin4240,282817647.63892233,306812637.91100705
isin4280,436148864.9622704,477509918.03469634
isin4477,360686861.6261593,398803345.0327538
isin4489,353914183.66554856,384223737.539091
isin4501,301046952.8188227,333044553.52442944
isin4513,410992900.6073546,444991688.7177323
isin4541,294871217.5546284,321672982.4414581
isin4566,363177903.0560796,394116864.31348115
isin4738,329467684.77754116,356941130.66564965
isin4745,341562007.666941,375798360.7790608
isin4782,310222801.5781202,336269462.4326639
isin4846,317658269.34873176,343953588.44121575
isin4908,364079747.6783602,391675099.51877415
isin4988,335495907.90360385,367828026.7205752
isin4989,417278066.76955277,450782125.5627843
isin4990,351266598.2577939,386606264.4699801
isin5025,313982591.09703344,347561392.13540196
isin5032,415994797.7606176,447047256.31607014
isin5123,378623322.6328884,421056411.59280324
isin5135,391565504.426522,431087823.0215658
isin5143,452967098.6489812,492988733.3703459
isin5168,399234067.9309263,434599653.3629321
isin5182,343284023.3430417,370905735.5651537
isin5263,379964798.6991905,421225484.1483892
isin5264,373179097.79910856,404592753.23405194
isin5349,432439547.25793767,467690469.95359576
isin5404,342710386.75486153,370056756.1674249
isin5536,419683215.64371353,457045252.6167295
isin5571,350817125.2409015,385870131.0176574
isin5640,341730338.2219852,370739381.0075364
isin5669,321959620.4484826,360701221.78342146
isin5671,413051935.9357103,446217919.5104035
isin5744,361067625.82739365,389444285.56320584
isin5746,326470808.26902586,363830653.5657592
isin5773,413165242.743574,448446116.8155428
isin5798,322520246.0932251,358286840.906317
isin5932,422651082.70084804,466541282.01024884
isin5933,377008419.4909114,410341346.63256
isin5934,277761540.6750641,302660339.4501869
isin5946,356934813.2652256,385931050.8638443
isin5952,426221639.79918146,471199124.23828423
isin5969,331519089.8391144,370489947.9666307
isin6044,364832616.62244105,395395960.1596264
isin6062,339026464.5591042,372628986.21982133
isin6186,430045794.5384756,471384743.11254334
isin6194,439788477.1065241,477944785.27757907
isin6546,354542936.33872193,381466070.35237384
isin6547,337030265.99565125,375095232.0346346
isin6556,298799661.32101,325586968.18151236
isin6562,382053473.628052,417010068.6086391
isin6569,318292752.6118735,346172135.16016495
isin6603,290278134.06587183,315650466.1611124
isin6626,383321997.4886845,418497914.3468087
isin6634,337801443.0619376,374170242.5102421
isin6652,395293481.9956296,425873491.1491765
isin6880,348413480.9379799,388525901.03229445
isin6936,402016813.896638,436468337.9407817
isin7154,353359699.57866555,386506774.2746087
isin7155,356479453.34541094,382672568.45648146
isin7171,358743953.8438056,388125482.9930978
isin7215,351986643.4197614,380854687.8139398
isin7236,393803627.8166801,427565139.3243554
isin7442,302075963.00948894,331483473.9618391
isin7456,329775908.2326945,354735584.9533701
isin7483,354211426.0088325,392698728.5287222
isin7491,390385840.17546993,421562772.6039963
isin7495,455545496.9344644,490861490.10101175
isin7559,311892432.83359337,339213085.04994607
isin7620,332643142.7092884,361280861.2191346
isin7822,342147723.34213173,372414287.0999575
isin7825,293104547.60898286,319354563.98299944
isin7826,350713384.02815837,385707262.7277616
isin7865,293734207.7212325,321285806.6230062
isin7913,323567799.6161114,351793185.5793835
isin7926,297394032.9289523,325910360.1772225
isin7934,473629660.4960257,516755344.2495022
isin7935,347206410.3807683,375783876.9336014
isin7957,427182657.44704556,468014178.5074714
isin7977,305865103.539741,332553318.4205104
isin8022,419065677.9125258,452050044.00937164
isin8069,346176148.94746965,375279142.0787718
isin8074,331879461.06733805,359970787.7485104
isin8076,334172904.3187494,365603765.94147813
isin8114,333988946.3120658,366058753.71193683
isin8121,394965248.8386539,428963781.78092957
isin8125,346174098.0663866,372934023.47572935
isin8328,321172733.65429413,359053712.30123484
isin8404,323675391.3060914,350980397.6759583
isin8610,338650085.56356895,373632776.3590782
isin8953,398995682.3160165,433327931.9374706
isin8954,453236883.65250707,492780546.8894491
isin8999,381541657.0864001,422494481.81100154
isin9121,368613965.1476508,406504307.903571
isin9123,415377327.06458795,456087776.0908819
isin9231,437692778.17497474,475231054.9426009
isin9256,434094406.6437441,467448448.773076
isin9484,338267164.14499193,368784976.8759571
isin9500,366234944.80611014,396274666.9376039
isin9503,389026049.78270614,423680664.68681574
isin9505,385322624.89610165,421522118.57272553
isin9550,418012665.2123313,453019295.2409813
isin9578,354403943.3945188,386330471.7648345
isin9582,287568394.7116864,314141925.7738192
isin9587,374308909.15440947,402733797.5447669
isin9589,388124758.3876604,428969095.22493017
isin9616,384376092.18763125,415979860.17635614
isin9651,342562359.87657297,374288086.1555239
isin9714,454062862.21121734,494904633.3729129
isin10082,444072211.57141674,488175063.9355105
isin10093,381952590.5183244,415090998.00059164
isin10147,331667232.29290247,365838907.7516967
isin10148,319676539.02778536,345462480.0042536
isin10152,298522089.91164166,323906975.8978355
isin10153,367516762.57282245,407262942.8125972
isin10160,308866220.3741791,337615056.73385
isin10164,398925365.72474414,438299444.5835023
isin10165,397950984.4841232,433787041.958028
isin10267,417808464.4729506,448148936.4848778
isin10270,285587924.23455125,313393205.9073004
isin10311,414027904.3786222,448483952.3236928
isin10412,414690632.10574734,455805156.8780988
isin10512,316352922.23979086,347340217.9983133
isin10517,312640764.70771736,340311432.3739033
isin10518,328235399.14553964,365450866.09561765
isin10523,365922073.12716424,395679357.3440968
isin10527,386464143.73637277,425560463.2797581
isin10529,289991526.2158911,321251873.0006219
isin10531,433804067.72375333,472088420.54622126
isin10534,406615276.4645644,448318192.2509069
isin10535,426879788.20839757,463351501.7515902
isin10538,328920677.36314195,357458737.8572807
isin10541,327496853.11290854,359361221.03928566
isin10542,338056517.54052866,377069060.39789295
isin10681,309449432.06809205,335820610.58810246
isin10723,377763585.3446236,411474129.9504616
isin10796,301353254.1981197,328882367.2514888
isin10831,365862113.3532187,397978100.9439908
isin10859,367068428.52212054,405913309.2796778
isin10861,289890930.3151186,316527785.6658498
isin10879,437400695.71113145,475059403.5958352
isin10881,380546517.8038599,418503244.9322217
isin10882,415602843.779802,446906052.1752867
isin11000,300683748.304291,326114339.67455184
isin11013,308727613.69123614,336126369.8643684
isin11035,362811002.74950147,399888182.09302324
isin11036,275539220.95293134,302001788.3445321
isin11238,335700223.8243192,368786551.4416967
isin11242,337705466.3865742,367209284.31506544
isin11245,285766742.0506002,311364800.3394625
isin11353,402882342.3043997,436541525.0234319
isin11360,320967796.72020507,350331496.8031982
isin11373,407118507.7315981,438964211.9543217
isin11393,344320198.95613074,380949897.5658639
isin11394,327472684.8362182,354122829.9539337
isin11419,354875332.14247966,395643444.8237039
isin11636,376128713.6603894,409435721.5676577
isin11845,449818214.98277384,487954033.2706468
isin11874,315304248.62712467,343841530.67924124
isin12076,427076850.4470716,462709868.68919563
isin12195,453628224.75373375,492033398.24867326
isin12226,316413362.82728076,346779189.6602293
isin12272,428354930.83948165,473276317.83761317
isin12276,336265222.65752447,368882264.72636515
isin12278,428809759.9359216,462884965.043982
isin12653,366983115.5161526,396989171.0781723
isin12661,300030700.795969,327795027.05531245
isin12663,422120033.9687052,454061320.8382546
isin12672,300667696.97003484,326488646.0125785
isin12674,314446913.4891436,342568285.70150906
isin12701,284334887.89735365,309618633.66168547
isin12721,351985846.114386,384214667.55446666
isin12750,424687561.28282017,459235815.4566057
isin12778,315756196.8240588,340955250.4513999
isin12779,381436296.3826372,418524655.75485855
isin12784,358835210.87189573,393597356.9442575
isin12812,336140147.93822205,368933756.3758441
isin12815,311321070.6336129,347363371.00605893
isin12904,378975908.9429314,414690322.48223615
isin12969,313234925.63760906,337453249.6286596
isin12970,377811167.24353015,417564452.19503045
isin13024,335114573.4158327,364292942.396774
isin13027,388511935.3398049,425928253.43520135
isin13044,365876663.0026163,395440914.71408606
isin13047,426210614.7892244,465540403.71730274
isin13051,421852260.0343016,462297757.17217416
isin13088,356505549.4336582,395557706.37589276
isin13092,306350293.3975108,334346317.6112814
isin13114,349546795.3958045,379941205.0120245
isin13177,398593240.62182724,433888627.340786
isin13225,346066451.5240451,381451581.0174184
isin13300,373047268.1238106,405985857.4812368
isin13306,389633106.6116226,420813535.8340441
isin13320,319289606.6680385,353101368.21514565
isin13346,328657420.2373664,354306837.9510286
isin13396,356690080.7460389,386537169.26639634
isin13397,396089700.60115075,434146003.9809644
isin13399,294528038.2275462,326441534.2450373
isin13400,309242257.8482008,344284168.31122184
isin13523,366730642.27704304,405335343.0204968
isin13529,450324296.2152106,496658985.62435454
isin13741,331691835.7962859,363945714.5831584
isin13748,403776865.5863092,433139258.04326385
isin13749,480909382.3789045,515732999.529493
isin13789,313567170.01185423,342806947.41965616
isin13793,421677097.8960437,456165980.07000583
isin13798,341688380.54918474,371473538.458761
isin13819,314236195.35101783,344142075.94403994
isin13832,377942525.0225132,408093398.6077949
isin13876,297566443.662693,325653812.65042317
isin13880,269182964.8647563,293834039.3718559
isin13885,307113242.7557225,331360960.2067121
isin13888,348604440.0923148,387077928.58849055
isin13892,421415445.8484765,462204758.2853224
isin13897,421957885.69585896,455843217.4364952
isin13919,365671472.35829014,404219960.3630483
isin13932,373818087.1134366,403421039.5805824
isin13968,383435425.6582002,419111973.75554633
isin14088,441170361.25716937,485079328.6079156
isin14118,320578821.4716238,352209428.02602124
isin14127,337262196.7222781,372435123.73018974
isin14135,330754034.5559211,363956659.75172883
isin14197,317187367.9037526,350945632.5929009
isin14198,447710267.6060844,492009132.2962381
isin14360,392478410.79483825,434457738.41288006
isin14362,308278280.60776037,338514843.1614976
isin14366,305157737.58036447,330754644.33013034
isin14395,437814510.73492604,472765055.0132452
isin14396,457130206.68048,495872520.4574119
isin14504,376399904.4748614,410983957.325201
isin14510,426117212.1498872,467953016.59496415
isin14565,447031707.8055861,491232033.4673239
isin14566,388339610.4747856,430580470.90217197
isin14581,323495643.86204386,352603490.7940606
isin14590,281113669.52724636,307279140.47422063
isin14591,431834986.59595084,471397961.72733057
isin14646,374323398.22760934,403514117.1935892
isin14647,404968008.0168789,438563708.544575
isin14717,311679972.1406527,340969071.0501029
isin14743,398523017.14978474,434264800.88974
isin14804,371914728.70331734,408141182.2237088
isin14808,331738998.2083084,362843581.5434878
isin14811,408191599.60169137,443830894.6337681
isin14815,363085100.7542533,395409485.7251265
isin14826,317488338.3093894,342829312.0100018
isin14830,298757532.2548587,323896655.0612578
isin14832,389390971.90829384,429761519.321741
isin14939,476758306.2961302,522137067.56768835
isin15107,383294681.00891984,417904925.58306444
isin15112,350409946.17476004,388013847.73883116
isin15113,351074183.39619344,387485485.27205503
isin15115,356492265.379458,395711356.90502214
isin15116,394089203.1175728,426417805.79119074
isin15127,470535284.6319026,504833944.4892326
isin15140,325954655.3878523,354554678.1261523
isin15148,307906701.7956234,331834173.61635137
isin15165,462331505.77296084,503671322.82156694
isin15215,297156311.4832585,324464836.05862445
isin15217,441759142.65439916,482373673.6843157
isin15221,359459771.2315978,394924709.70996314
isin15422,435786769.7916701,479187209.8848408
isin15459,305749713.24378616,331048104.8706832
isin15500,365739574.8692231,394113240.90730935
isin15561,400394789.9407109,435826620.8557807
isin15566,453154181.7319334,498270562.608391
isin15575,403128887.6326834,444130901.1052644
isin15583,312597139.0425245,340961236.448529
isin15585,353332959.5435378,383775159.8567428
isin15587,385935062.5431642,416658840.0767882
isin15590,430660843.75229555,472707706.69751704
isin15647,455352035.60057324,491897472.98764235
isin15663,295214530.7295627,321757442.9095329
isin15741,471370337.6902102,515767986.2322591
isin15757,430001222.47259676,470125888.4908124
isin15771,311872547.93771154,336044417.5225898
isin15774,332235342.3995844,364545997.49517405
isin15775,307553329.45747423,336346638.30431706
isin15856,338604545.89336485,370849151.0465716
isin15886,327800624.3957129,360811068.49935013
isin15904,297982497.81396806,327921478.49858105
isin15948,382882337.0148708,413187219.2290935
isin15963,346260564.9096525,380701693.16416883
isin16031,374758515.89559126,414672541.13307905
isin16090,375564696.23317885,409176009.79444623
isin16112,374805675.52930546,409908452.8431204
isin16145,382526637.4937437,415558774.6548264
isin16228,377765139.16214246,415285300.2973752
isin16271,452257023.44952124,492406094.90397084
isin16290,436741656.5095915,478657766.39288116
isin16493,385477169.5517396,424410162.838313
isin16508,315495386.6496512,344151761.0985086
isin16509,412716164.3856755,449497635.0384673
isin16602,272247309.94935584,296816865.91160595
isin16629,319467333.5559017,347630642.71009964
isin16656,359177909.17978954,399480447.28781044
isin16665,340978944.51962245,372549371.54411876
isin16675,460772648.9206974,501232959.1012308
isin16686,289200222.81767297,320414790.15833056
isin16720,443668806.6710391,483293230.05461335
isin16797,420877976.77948135,454627601.4826316
isin16903,324222263.6458485,351852661.3687566
isin16926,399610373.2654323,432853345.8587185
isin16940,437286513.9611471,482785799.8234699
isin16983,398756341.8901898,434771838.34675086
isin17077,310872555.22315496,337792124.1343465
isin17125,370555205.06322896,404891693.09841377
isin17237,336202045.7435384,364908274.1536441
isin17248,436114604.4306042,475651637.34455746
isin17249,394317537.28588164,426129684.91503024
isin17285,305756414.6482341,335401414.59340274
isin92,14131187.158135355,16639627.149306543
isin95,20944211.808651492,24662038.053287663
isin120,14035378.573860148,16526811.495377244
isin122,20272039.54734492,23870547.877474047
isin206,12334842.21887741,14524411.372577703
isin321,22844556.212421093,26899714.334844314
isin359,19640270.809446353,23126633.291559868
isin396,22504846.75342962,26499702.73826331
isin398,17589043.52200348,20711290.76728488
isin538,22686213.888546273,26713264.519853722
isin573,11755922.813262299,13842727.452385062
isin581,21362816.250470363,25154949.35344687
isin600,12840693.59841952,15120056.894383509
isin642,15995672.761516843,18835079.30193457
isin645,12859730.663106386,15142473.245880509
isin662,12366489.336082589,14561676.198579345
isin712,18151115.601178445,21373136.776671473
isin729,14440270.657241907,17003576.343778517
isin819,13725796.670192758,16162275.424093787
isin847,15253260.021749366,17960880.195915792
isin873,22516917.558191333,26513916.242647566
isin883,13228403.221772563,15576589.208519526
isin903,14620277.477043616,17215536.33923498
isin919,11523322.206041163,13568837.698074235
isin939,11817631.744301068,13915390.392361498
isin998,17342974.18893268,20421541.441247586
isin1069,16434558.73426228,19351872.3261739
isin1070,16483965.531506203,19410049.36930414
isin1129,21255378.726619914,25028440.496214237
isin1159,14033622.80304485,16524744.056074427
isin1163,12596676.898622502,14832724.566434748
isin1247,20268941.404965032,23866899.780999217
isin1295,12676333.23015289,14926520.766422387
isin1298,21367825.8235457,25160848.180432744
isin1299,12340780.39173108,14531403.635940112
isin1350,12855246.950420754,15137193.625244351
isin1357,15624744.402032876,18398307.10920596
isin1362,12731349.99901597,14991303.612378413
isin1454,12339251.108050399,14529602.887710873
isin1485,14333784.381853165,16878187.59199435
isin1542,13391854.720054569,15769055.13215159
isin1544,14003553.632181123,16489337.27911633
isin1549,15775788.373247314,18576163.034262612
isin1674,18595105.3536103,21895939.55720968
isin1788,12955612.686453572,15255375.375118801
isin1922,16722469.027357984,19690889.839419566
isin1924,15917456.501671126,18742978.80207694
isin2014,11480585.16169899,13518514.361799706
isin2180,13563661.270372309,15971359.220768092
isin2225,12979562.24427748,15283576.240914507
isin2316,12603675.105238032,14840965.031124173
isin2325,11766889.224912783,13855640.521824159
isin2379,12964735.80831513,15266117.950708186
isin2406,13130538.289767897,15461352.18268958
isin2453,11691461.23186461,13766823.236560227
isin2486,21953441.10887172,25850416.572084103
isin2488,20204864.33172419,23791448.327726755
isin2541,17199176.54100211,20252218.14096602
isin2552,12078002.834373083,14221980.193400444
isin2566,11533205.771974055,13580475.704859406
isin2585,12309680.088056358,14494782.68884016
isin2604,19365878.61499576,22803533.487046316
isin2605,13021839.958780926,15333358.711289417
isin2623,15545355.143372176,18304825.390438024
isin2676,20947657.390924796,24666095.264030006
isin2677,12806922.736038065,15080291.335251808
isin2678,22299788.86788326,26258244.839409262
isin2679,15309051.128287485,18026574.832937643
isin2696,22521955.73218091,26519848.74752219
isin2709,20923269.730569925,24637378.527721312
isin2775,15321202.521130813,18040883.23066779
isin2776,12202821.05028925,14368955.00528601
isin2778,13784354.881660087,16231228.357378352
isin2796,14572116.54266584,17158826.313230757
isin2831,12608811.726396542,14847013.458614968
isin2838,20372974.22552197,23989399.562934496
isin2844,12984347.92154944,15289211.428147625
isin2845,19809882.723663937,23326353.172209524
isin2927,11830535.17389391,13930584.321574206
isin3023,16274469.242508432,19163365.20193187
isin3024,20498479.16202177,24137182.995804235
isin3065,12926377.693111919,15220950.851299688
isin3070,12640951.185232202,14884858.022261413
isin3105,13555622.80079378,15961893.835083157
isin3112,16653231.706600398,19609362.138361562
isin3124,12065135.370631564,14206828.614370313
isin3132,18204025.931508794,21435439.268259153
isin3168,14767447.03447446,17388830.09976436
isin3199,14616622.523231868,17211232.591220405
isin3260,20725528.56142242,24404536.142303735
isin3266,11811909.911844645,13908652.87217864
isin3278,19762801.926697362,23270915.019798882
isin3393,13445077.504562281,15831725.541944189
isin3394,16217627.730864141,19096433.701430198
isin3678,15635177.012157217,18410591.621520497
isin3685,21497412.05275516,25313437.380023703
isin3728,12106288.417300006,14255286.77609147
isin3755,17224411.853479996,20281932.996903412
isin3884,13190764.35856371,15532269.036186483
isin3898,20524604.27739328,24167945.604362875
isin3919,21456205.62856211,25264916.365684602
isin3940,21346052.526979756,25135209.8860266
isin3941,12090797.478403445,14237046.026425716
